"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Ethnicity","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","age","vac_hes","child","news_opposite","new_ethnicity","new_region","origin_binomial","new_back_normal","new_finance_plan"
"562",572,4,4,4,4,4,4,3,4,4,4,3,3,4,4,5,4,2,1,2,1,2,8,100,1,3,2,2,3,4,3,1,3,3,4,1,3,3,1,4,1,50,1,3,0,2,24,1,1,12,5,1,5,1,3,85,3.85714285714286,3.66666666666667,4.33333333333333,1.6,2.83333333333333,2.66666666666667,"Female","pg","not_sure",40,1,"yes",5,"white","south",0,"other",0
"563",573,4,3,3,2,3,3,2,2,3,4,2,5,5,4,5,4,2,2,3,3,2,3,65,2,4,3,1,3,3,2,2,3,3,2,3,2,4,1,3,2,50,1,3,5,5,20,1,1,12,4,1,2,2,3,100,2.85714285714286,3.5,4.33333333333333,2.4,2.66666666666667,2.5,"Female","ug","not_sure",36,1,"no",2,"other","south",0,"more12months",3
"564",574,1,1,1,1,2,1,1,5,5,5,4,5,5,2,2,2,5,5,2,4,5,5,83,1,3,2,2,3,2,2,2,2,3,3,3,2,3,1,3,1,79,1,3,4,5,9,1,1,12,4,1,5,2,2,85,1.14285714285714,4.83333333333333,2,4.2,2.33333333333333,2.5,"Female","ug","not_sure",25,1,"no",2,"white","south",0,"6to12months",5
"565",575,2,3,2,3,4,2,2,4,4,4,5,4,5,5,5,4,5,4,3,3,4,4,90,2,4,1,2,3,3,2,3,3,4,4,2,1,4,1,4,2,50,1,1,4,1,2,1,1,12,3,1,5,2,3,90,2.57142857142857,4.33333333333333,4.66666666666667,3.8,2.5,2.66666666666667,"Female","below_ug","natural",18,1,"no",6,"white","south",1,"6to12months",4
"566",576,4,4,4,4,4,3,4,2,2,2,4,3,1,2,5,1,2,3,2,5,3,1,82,1,4,3,4,3,4,3,2,3,3,2,4,4,4,2,3,4,33,1,1,0,2,38,1,1,12,5,1,5,1,3,64,3.85714285714286,2.33333333333333,2.66666666666667,3,3.5,3.16666666666667,"Female","pg","natural",54,1,"yes",5,"white","south",1,"other",1
"567",577,1,1,1,1,1,1,2,5,5,5,4,3,4,2,4,2,4,4,5,4,5,6,74.8669131238447,1,2,3,1,1,2,4,2,2,5,2,1,1,2,1,1,2,50.5278048780488,1,3,5,4,59,1,1,12,4,1,5,1,1,54,1.14285714285714,4.33333333333333,2.66666666666667,4.4,2.16666666666667,1.33333333333333,"Female","ug","not_sure",75,1,"yes",3,"white","south",0,"more12months",6
"568",578,2,1,2,1,1,2,2,3,4,2,3,5,4,3,4,3,6,6,5,6,6,3,99,2,3,4,4,4,2,2,2,3,3,1,1,1,4,1,1,1,75,1,1,5,3,29,1,1,12,4,7,0,1,3,50,1.57142857142857,3.5,3.33333333333333,5.8,3.16666666666667,1.5,"Female","ug","natural",45,1,"yes",4,"other","south",1,"more12months",3
"569",579,1,1,1,2,2,2,1,4,2,4,4,4,4,4,4,2,5,5,4,6,6,5,85,2,4,1,2,4,2,3,2,3,4,4,2,3,3,1,4,3,55,3,3,5,2,25,1,1,12,4,1,0,1,3,75,1.42857142857143,3.66666666666667,3.33333333333333,5.2,2.66666666666667,2.83333333333333,"Female","ug","not_sure",41,0,"yes",5,"other","south",0,"more12months",5
"570",580,4,4,4,4,4,3,4,2,3,3,4,4,3,4,4,4,5,2,2,2,3,5,71,2,4,2,2,3,4,3,2,3,3,4,4,3,4,4,3,2,20,1,2,4,4,44,1,1,12,3,1,5,2,1,59,3.85714285714286,3.16666666666667,4,2.8,3,3.66666666666667,"Female","below_ug","artificial",60,1,"no",3,"white","south",0,"6to12months",5
"571",581,3,3,3,2,2,2,4,5,5,4,5,5,5,4,4,2,5,2,1,3,1,3,100,2,4,4,3,4,2,3,3,3,3,4,2,1,4,1,2,1,50,2,1,5,4,14,1,1,12,5,0,5,2,2,75,2.71428571428571,4.83333333333333,3.33333333333333,2.4,3.33333333333333,2.33333333333333,"Female","pg","natural",30,0,"no",3,"white","south",1,"more12months",3
"572",582,4,3,2,3,3,3,3,5,3,5,3,3,4,4,5,1,3,5,2,5,4,3,74,2,3,2,4,3,3,4,3,3,3,2,4,2,4,1,2,2,69,1,3,4,2,31,1,1,12,4,1,5,2,1,50,3,3.83333333333333,3.33333333333333,3.8,3.16666666666667,2.5,"Female","ug","not_sure",47,1,"no",5,"white","south",0,"6to12months",3
"573",583,2,2,3,2,1,2,3,4,3,4,2,2,5,4,2,3,3,4,2,5,2,3,87,1,4,2,2,2,3,2,2,3,3,2,1,2,4,1,2,4,78,1,3,5,3,19,1,1,12,4,1,5,2,3,39,2.14285714285714,3.33333333333333,3,3.2,2.5,2,"Female","ug","not_sure",35,1,"no",4,"white","south",0,"more12months",3
"574",584,2,2,3,2,2,3,2,5,5,4,4,4,5,4,5,4,2,3,2,4,4,5,64,3,2,1,3,2,3,2,4,4,3,2,3,2,4,1,2,2,25,1,1,4,3,21,1,1,12,4,1,5,1,3,40,2.28571428571429,4.5,4.33333333333333,3,2.16666666666667,2.33333333333333,"Female","ug","natural",37,1,"yes",4,"white","south",1,"6to12months",5
"575",585,2,2,4,2,2,2,2,4,3,3,2,4,4,4,4,4,4,4,3,4,4,3,92,2,2,1,4,2,2,1,3,3,3,4,2,3,4,1,4,3,36,1,1,5,4,36,1,1,12,4,1,5,2,2,60,2.28571428571429,3.33333333333333,4,3.8,2,3,"Female","ug","natural",52,1,"no",3,"white","south",1,"more12months",3
"576",586,2,1,2,2,1,1,1,5,5,5,5,5,5,3,2,3,4,4,4,6,4,6,90,2,3,1,1,2,1,3,2,1,3,4,3,4,4,4,4,4,10,1,1,4,5,8,2,1,12,4,4,2,2,3,100,1.42857142857143,5,2.66666666666667,4.4,1.83333333333333,3.83333333333333,"Male","ug","natural",24,1,"no",2,"other","south",1,"6to12months",6
"577",587,2,1,2,2,1,3,1,4,4,2,1,1,5,2,2,2,5,5,5,4,3,3,100,2,2,1,2,1,1,2,1,4,4,4,4,4,4,1,3,2,100,1,3,0,3,26,1,1,12,4,1,5,1,3,50,1.71428571428571,2.83333333333333,2,4.4,1.5,3.33333333333333,"Female","ug","not_sure",42,1,"yes",4,"white","south",0,"other",3
"578",588,1,1,1,2,1,1,1,4,2,2,3,4,4,4,4,4,5,6,3,5,5,4,85,2,3,1,2,4,3,3,2,3,3,2,2,1,2,1,2,1,80,1,3,0,4,38,1,1,12,4,1,5,1,2,55,1.14285714285714,3.16666666666667,4,4.8,2.66666666666667,1.66666666666667,"Female","ug","not_sure",54,1,"yes",3,"white","south",0,"other",4
"579",589,3,1,2,3,2,2,2,4,4,4,2,5,4,1,1,1,3,2,3,5,3,2,40,1,2,1,1,2,2,2,2,3,4,2,1,2,4,1,2,1,80,1,1,0,3,12,2,1,12,5,1,5,2,2,40,2.14285714285714,3.83333333333333,1,3.2,1.66666666666667,2,"Male","pg","natural",28,1,"no",4,"white","south",1,"other",2
"580",590,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,4,4,6,4,4,3,46,2,3,3,2,2,1,2,1,3,3,4,4,2,4,1,4,2,37,1,1,5,2,43,2,1,12,5,1,5,1,3,60,1,1.83333333333333,1,4.4,2.16666666666667,3.16666666666667,"Male","pg","natural",59,1,"yes",5,"white","south",1,"more12months",3
"581",591,4,4,3,4,4,4,4,4,2,2,3,5,3,5,5,4,4,2,1,3,2,1,73,1,4,4,3,4,4,4,3,2,4,4,4,4,4,3,4,1,50,1,3,5,4,40,1,1,12,3,1,5,1,3,78,3.85714285714286,3.16666666666667,4.66666666666667,2.4,3.83333333333333,3.83333333333333,"Female","below_ug","not_sure",56,1,"yes",3,"white","south",0,"more12months",1
"582",592,1,1,1,1,1,1,1,2,5,2,2,4,4,1,1,1,4,5,4,4,5,5,50,2,4,3,2,2,2,1,1,3,5,1,1,4,1,1,1,1,60,1,1,5,5,48,1,1,12,5,1,1,2,1,90,1,3.16666666666667,1,4.4,2.33333333333333,1.5,"Female","pg","natural",64,1,"no",2,"other","south",1,"more12months",5
"583",593,3,2,3,2,2,4,2,5,4,4,4,4,5,4,5,3,3,3,2,4,4,3,85,2,3,2,4,2,4,1,1,3,4,3,3,2,4,1,3,2,62,1,3,3,4,11,1,1,12,4,1,5,2,2,90,2.57142857142857,4.33333333333333,4,3.2,2.66666666666667,2.66666666666667,"Female","ug","not_sure",27,1,"no",3,"white","south",0,"less6months",3
"584",594,2,2,2,2,1,2,2,2,2,2,4,4,4,1,3,1,3,3,3,3,3,4,100,1,4,4,1,1,2,1,2,3,5,4,4,4,4,2,4,2,20,1,1,5,3,37,1,1,12,5,1,5,1,3,100,1.85714285714286,3,1.66666666666667,3,2.16666666666667,3.66666666666667,"Female","pg","natural",53,1,"yes",4,"white","south",1,"more12months",4
"585",595,1,1,1,1,1,1,1,3,3,3,3,3,4,2,2,2,4,4,5,4,5,5,60,2,3,1,1,1,2,1,1,3,3,4,4,3,4,1,4,3,51,1,3,3,4,26,1,1,12,5,0,5,2,3,92,1,3.16666666666667,2,4.4,1.5,3.33333333333333,"Female","pg","not_sure",42,1,"no",3,"white","south",0,"less6months",5
"586",596,2,2,2,1,2,2,1,4,4,2,4,5,4,4,5,2,4,3,2,5,3,3,60,2,3,1,2,4,3,2,1,3,4,4,1,4,4,1,3,1,50,1,1,5,4,14,1,1,9,4,1,5,2,2,40,1.71428571428571,3.83333333333333,3.66666666666667,3.4,2.5,2.83333333333333,"Female","ug","natural",30,1,"no",3,"white","south",1,"more12months",3
"587",597,2,2,2,4,2,2,1,1,2,2,1,3,3,4,4,5,1,2,5,2,1,3,82,2,1,1,1,2,1,1,4,4,3,1,1,1,1,1,1,1,95,2,1,5,5,12,2,1,12,4,1,5,2,2,25,2.14285714285714,2,4.33333333333333,2.2,1.16666666666667,1,"Male","ug","natural",28,0,"no",2,"white","south",1,"more12months",3
"588",598,2,1,2,2,1,2,1,3,2,4,4,4,5,4,4,2,4,4,2,4,4,4,69,1,2,1,1,2,2,2,1,3,5,4,3,4,4,3,4,1,17,3,1,0,5,28,1,1,11,4,1,5,2,3,50,1.57142857142857,3.66666666666667,3.33333333333333,3.6,1.66666666666667,3.66666666666667,"Female","ug","natural",44,0,"no",2,"white","south",1,"other",4
"589",599,4,2,4,4,2,2,1,4,5,4,4,4,4,4,4,1,4,4,1,4,3,5,76,1,2,3,1,3,4,4,1,3,4,3,3,3,4,2,4,3,49,1,1,5,3,20,1,1,12,4,0,0,1,3,80,2.71428571428571,4.16666666666667,3,3.2,2.83333333333333,3.16666666666667,"Female","ug","natural",36,1,"yes",4,"other","south",1,"more12months",5
"590",600,2,2,2,2,1,2,2,2,3,4,1,4,1,1,2,1,5,3,5,6,4,8,100,1,4,4,4,3,2,3,3,1,4,4,1,3,4,1,3,2,100,1,1,0,5,31,1,1,12,4,1,5,2,2,2,1.85714285714286,2.5,1.33333333333333,4.6,3.33333333333333,2.66666666666667,"Female","ug","natural",47,1,"no",2,"white","south",1,"other",0
"591",601,1,1,1,2,1,2,1,5,5,4,3,4,5,5,4,2,5,5,5,5,5,5,100,2,1,1,1,2,1,1,1,4,3,4,3,4,3,1,3,2,19,1,1,4,2,26,1,1,12,5,0,5,1,3,81,1.28571428571429,4.33333333333333,3.66666666666667,5,1.16666666666667,3,"Female","pg","natural",42,1,"yes",5,"white","south",1,"6to12months",5
"592",602,1,1,1,1,1,2,1,5,5,5,5,5,5,3,4,2,4,5,3,3,4,5,85,2,4,3,3,2,3,2,2,4,3,4,4,4,4,1,4,3,30,3,1,5,3,22,1,1,12,5,1,5,2,3,50,1.14285714285714,5,3,3.8,2.83333333333333,3.5,"Female","pg","natural",38,0,"no",4,"white","south",1,"more12months",5
"593",603,3,2,2,2,2,2,2,2,3,3,2,4,4,2,4,2,4,4,4,5,4,4,80,1,2,3,4,3,3,3,3,3,3,4,4,2,4,2,3,3,50,3,3,0,5,35,1,1,12,4,1,5,2,3,51,2.14285714285714,3,2.66666666666667,4.2,3,3.16666666666667,"Female","ug","not_sure",51,0,"no",2,"white","south",0,"other",4
"594",604,2,1,1,2,1,1,2,5,4,5,3,3,5,4,4,2,5,6,6,5,5,5,100,1,2,1,1,1,2,1,4,4,3,4,4,2,4,1,4,3,67,1,3,3,5,15,2,1,12,4,1,5,2,1,75,1.42857142857143,4.16666666666667,3.33333333333333,5.4,1.33333333333333,3.16666666666667,"Male","ug","not_sure",31,1,"no",2,"white","south",0,"less6months",5
"595",605,2,2,2,2,3,4,2,5,4,5,2,2,5,3,5,4,2,3,2,3,3,4,70,3,3,2,4,3,3,4,1,2,4,4,4,4,3,1,4,2,60,1,1,5,5,31,1,1,12,4,1,5,2,1,60,2.42857142857143,3.83333333333333,4,2.6,3.16666666666667,3.33333333333333,"Female","ug","natural",47,1,"no",2,"white","south",1,"more12months",4
"596",606,4,3,4,4,3,4,4,4,2,3,3,4,4,2,4,4,3,4,3,4,4,5,60,2,3,3,2,3,4,2,1,3,2,2,1,1,3,1,2,2,70,1,3,0,3,52,1,1,12,4,1,5,1,3,90,3.71428571428571,3.33333333333333,3.33333333333333,3.6,2.83333333333333,1.66666666666667,"Female","ug","not_sure",68,1,"yes",4,"white","south",0,"other",5
"597",607,2,1,1,2,2,1,2,4,2,2,2,4,2,2,4,2,4,3,4,4,2,6,95,2,3,2,3,1,3,2,2,2,4,4,2,1,2,1,2,1,15,2,3,4,4,26,1,1,12,5,0,4,1,3,100,1.57142857142857,2.66666666666667,2.66666666666667,3.4,2.33333333333333,2,"Female","pg","not_sure",42,0,"yes",3,"other","south",0,"6to12months",6
"598",608,2,2,2,2,3,3,1,4,3,4,4,4,3,3,4,2,3,3,5,5,2,2,50,2,1,1,1,3,2,1,2,2,3,3,1,2,3,1,3,1,90,1,1,5,4,20,1,1,12,5,1,5,2,3,86,2.14285714285714,3.66666666666667,3,3.6,1.5,2.16666666666667,"Female","pg","natural",36,1,"no",3,"white","south",1,"more12months",2
"599",609,3,3,2,3,2,2,2,2,4,2,2,4,5,4,4,2,3,3,2,4,3,4,90,1,4,3,1,3,4,4,3,2,4,1,1,1,3,1,1,1,50,1,1,4,4,12,1,1,12,4,1,5,2,2,92,2.42857142857143,3.16666666666667,3.33333333333333,3,3.16666666666667,1.33333333333333,"Female","ug","natural",28,1,"no",3,"white","south",1,"6to12months",4
"600",610,3,2,4,3,3,2,2,4,3,3,3,2,4,5,4,4,6,3,2,3,4,2,60,1,3,2,1,2,4,3,1,3,5,1,1,3,3,1,3,2,10,1,1,3,6,6,3,1,5,3,1,5,2,3,80,2.71428571428571,3.16666666666667,4.33333333333333,3.6,2.5,2,"Other","below_ug","natural",22,1,"no",1,"white","north",1,"less6months",2
"601",611,2,1,2,1,1,1,2,4,2,4,4,4,4,1,1,1,4,4,5,4,4,8,60,2,1,2,1,1,1,1,1,3,5,1,1,1,1,1,1,1,39,3,2,3,6,7,1,1,12,4,2,0,2,3,80,1.42857142857143,3.66666666666667,1,4.2,1.16666666666667,1,"Female","ug","artificial",23,0,"no",1,"other","south",0,"less6months",0
"602",612,2,3,2,3,3,2,3,4,3,3,4,2,5,4,5,4,6,6,2,6,6,1,86,1,2,4,4,4,4,2,3,3,4,2,3,3,4,1,2,1,90,1,3,4,5,32,1,1,12,2,16,0,2,2,40,2.57142857142857,3.5,4.33333333333333,5.2,3.33333333333333,2.5,"Female","below_ug","not_sure",48,1,"no",2,"other","south",0,"6to12months",1
"603",613,3,3,3,2,1,2,2,5,2,3,2,4,4,4,5,4,3,3,1,5,3,4,85,2,4,4,4,4,4,3,1,2,4,4,2,3,3,1,3,2,65,1,1,5,4,8,1,1,12,5,1,5,2,3,60,2.28571428571429,3.33333333333333,4.33333333333333,3,3.83333333333333,2.66666666666667,"Female","pg","natural",24,1,"no",3,"white","south",1,"more12months",4
"604",614,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,6,6,6,5,2,100,2,2,2,1,1,1,2,1,3,3,4,4,4,4,1,4,2,2,1,3,5,3,46,2,1,12,4,1,5,2,3,75,1,1.66666666666667,1,5.6,1.5,3.5,"Male","ug","not_sure",62,1,"no",4,"white","south",0,"more12months",2
"605",615,1,1,1,1,1,2,1,4,4,4,4,1,5,2,4,1,5,6,6,5,5,4,100,2,3,1,3,2,1,1,1,2,3,4,4,4,4,1,3,1,50.5278048780488,1,1,5,4,21,1,1,10,4,1,5,1,3,50,1.14285714285714,3.66666666666667,2.33333333333333,5.4,1.83333333333333,3.33333333333333,"Female","ug","natural",37,1,"yes",3,"white","south",1,"more12months",4
"606",616,1,1,3,1,1,4,1,5,3,5,4,2,4,4,4,2,4,4,3,6,5,5,85,1,3,2,1,3,2,2,3,2,3,4,4,4,3,1,4,1,80,1,2,5,5,18,1,1,12,4,1,5,1,3,75,1.71428571428571,3.83333333333333,3.33333333333333,4.4,2.16666666666667,3.33333333333333,"Female","ug","artificial",34,1,"yes",2,"white","south",0,"more12months",5
"607",617,2,2,3,2,1,2,2,4,4,3,1,4,4,3,4,4,4,2,2,4,4,2,75,2,3,2,4,4,3,1,4,3,4,2,1,1,3,1,3,2,50,1,3,5,3,48,1,1,12,5,1,5,1,3,20,2,3.33333333333333,3.66666666666667,3.2,2.83333333333333,1.83333333333333,"Female","pg","not_sure",64,1,"yes",4,"white","south",0,"more12months",2
"608",618,3,2,2,2,3,3,2,1,2,2,2,2,3,3,2,2,1,4,1,5,1,3,68,1,4,2,2,3,4,2,1,1,4,3,2,2,4,1,2,1,50.5278048780488,1,1,4,4,10,1,1,12,4,1,5,2,3,28,2.42857142857143,2,2.33333333333333,2.4,2.83333333333333,2.33333333333333,"Female","ug","natural",26,1,"no",3,"white","south",1,"6to12months",3
"609",619,3,2,4,3,2,3,2,4,2,4,4,4,5,4,4,1,5,3,4,4,3,4,85,2,3,2,3,3,3,3,3,3,3,2,2,2,4,1,2,1,50.5278048780488,1,2,5,3,19,1,1,12,4,1,5,1,3,75,2.71428571428571,3.83333333333333,3,3.8,2.83333333333333,2.16666666666667,"Female","ug","artificial",35,1,"yes",4,"white","south",0,"more12months",4
"610",620,2,2,1,4,4,2,2,5,3,4,2,3,5,5,4,2,4,5,1,3,4,3,33,1,1,3,1,1,2,4,1,1,4,3,3,3,3,1,3,3,85,1,1,5,4,15,2,1,9,4,1,5,2,1,20,2.42857142857143,3.66666666666667,3.66666666666667,3.4,2,2.66666666666667,"Male","ug","natural",31,1,"no",3,"white","south",1,"more12months",3
"611",621,2,2,2,3,4,2,3,3,4,3,2,4,4,5,3,2,3,4,3,4,6,2,49,1,3,3,1,4,3,3,1,3,3,4,4,3,4,1,4,1,75,1,1,0,4,27,2,1,5,1,1,5,1,3,100,2.57142857142857,3.33333333333333,3.33333333333333,4,2.83333333333333,3.33333333333333,"Male","below_ug","natural",43,1,"yes",3,"white","north",1,"other",2
"612",622,3,2,3,2,2,2,1,4,4,4,2,4,4,2,4,2,4,3,3,5,3,3,74,2,4,2,4,3,2,2,4,2,3,3,2,3,4,1,3,3,65,1,2,4,4,9,1,1,12,5,15,0,2,3,76,2.14285714285714,3.66666666666667,2.66666666666667,3.6,2.83333333333333,2.66666666666667,"Female","pg","artificial",25,1,"no",3,"other","south",0,"6to12months",3
"613",623,2,1,2,2,1,2,2,5,4,4,4,5,5,5,4,4,2,3,3,4,2,5,80,1,4,2,3,4,2,2,1,3,4,1,1,1,3,1,3,1,30,1,1,5,5,13,1,1,10,4,1,5,2,2,50,1.71428571428571,4.5,4.33333333333333,2.8,2.83333333333333,1.66666666666667,"Female","ug","natural",29,1,"no",2,"white","south",1,"more12months",5
"614",624,2,2,1,4,1,2,1,3,4,3,4,4,4,1,4,4,3,3,3,4,2,4,85,1,2,1,1,2,2,2,1,2,4,4,2,3,4,1,4,2,50,1,1,0,3,13,2,1,12,4,1,5,2,2,85,1.85714285714286,3.66666666666667,3,3,1.66666666666667,3,"Male","ug","natural",29,1,"no",4,"white","south",1,"other",4
"615",625,2,2,2,2,2,2,2,4,4,4,3,3,4,3,4,2,4,3,3,5,3,3,85,1,4,3,1,3,3,1,3,2,3,4,4,3,4,2,4,2,61,1,1,3,4,16,1,1,12,4,1,5,2,3,45,2,3.66666666666667,3,3.6,2.5,3.5,"Female","ug","natural",32,1,"no",3,"white","south",1,"less6months",3
"616",626,2,1,2,1,3,2,1,4,4,4,4,2,4,4,4,1,3,4,2,3,4,4,100,1,4,1,4,3,2,1,2,4,4,4,4,4,3,2,4,1,70,1,1,0,2,21,1,1,12,4,9,4,2,3,41,1.71428571428571,3.66666666666667,3,3.2,2.5,3.5,"Female","ug","natural",37,1,"no",5,"other","south",1,"other",4
"617",627,4,4,4,3,4,4,4,2,2,2,3,3,4,5,4,3,2,3,3,4,2,2,60,1,3,3,4,3,4,2,1,2,3,4,3,3,3,2,2,1,50,1,1,3,3,16,1,1,7,4,1,5,2,3,15,3.85714285714286,2.66666666666667,4,2.8,3.16666666666667,2.83333333333333,"Female","ug","natural",32,1,"no",4,"white","midlands",1,"less6months",2
"618",628,2,1,2,2,1,2,2,4,2,3,4,3,4,5,5,5,1,2,1,2,3,3,100,1,3,1,3,3,2,4,1,3,3,3,1,2,3,1,2,2,50.5278048780488,1,1,0,3,20,1,1,12,3,18,5,2,2,70,1.71428571428571,3.33333333333333,5,1.8,2.66666666666667,2,"Female","below_ug","natural",36,1,"no",4,"white","south",1,"other",3
"619",629,2,1,1,1,2,1,2,1,1,1,2,1,5,3,1,1,2,3,5,6,4,2,74.8669131238447,2,4,3,4,3,2,3,2,2,4,4,3,4,4,2,3,4,50.5278048780488,3,3,3,2,33,2,1,12,3,1,5,2,3,77,1.42857142857143,1.83333333333333,1.66666666666667,4,3.16666666666667,3.33333333333333,"Male","below_ug","not_sure",49,0,"no",5,"white","south",0,"less6months",2
"620",630,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,2,4,5,3,5,5,3,95,2,3,2,1,1,2,2,4,4,4,4,4,3,3,1,4,1,66,1,1,5,4,56,1,1,10,4,1,5,2,3,100,1.14285714285714,2.33333333333333,3.33333333333333,4.4,1.83333333333333,3.16666666666667,"Female","ug","natural",72,1,"no",3,"white","south",1,"more12months",3
"621",631,2,1,1,2,2,3,1,1,3,2,4,5,5,2,4,3,2,2,1,2,2,3,91,2,4,4,4,1,3,4,1,1,5,4,4,4,4,1,4,4,54,1,3,0,4,27,2,1,10,4,1,5,2,3,33,1.71428571428571,3.33333333333333,3,1.8,3.33333333333333,3.5,"Male","ug","not_sure",43,1,"no",3,"white","south",0,"other",3
"622",632,3,2,4,1,1,3,3,5,5,4,3,5,1,2,4,1,5,5,3,3,5,6,90,2,4,2,4,4,3,2,2,1,3,4,3,1,4,4,4,2,75,1,3,0,4,36,1,1,10,4,15,5,1,1,1,2.42857142857143,3.83333333333333,2.33333333333333,4.2,3.16666666666667,3.33333333333333,"Female","ug","not_sure",52,1,"yes",3,"white","south",0,"other",6
"623",633,1,1,1,1,1,1,2,4,4,2,3,4,5,2,4,3,5,5,2,5,4,7,85,2,3,2,1,1,1,4,1,2,4,4,4,4,3,1,4,4,10,1,1,5,2,30,1,1,12,5,1,5,2,3,100,1.14285714285714,3.66666666666667,3,4.2,2,3.33333333333333,"Female","pg","natural",46,1,"no",5,"white","south",1,"more12months",7
"624",634,1,2,2,2,2,2,2,5,4,4,4,4,4,2,4,2,4,5,4,5,4,3,75,2,4,3,1,3,2,1,3,3,3,3,3,3,3,1,2,2,50,1,1,5,3,43,1,1,6,5,1,5,2,3,80,1.85714285714286,4.16666666666667,2.66666666666667,4.4,2.33333333333333,2.5,"Female","pg","natural",59,1,"no",4,"white","north",1,"more12months",3
"625",635,3,3,2,2,2,2,2,4,5,4,4,4,4,3,3,2,4,3,3,4,4,6,76,2,3,2,2,1,2,4,1,1,4,3,1,2,3,1,3,2,41,1,2,5,4,13,1,1,12,5,1,4,2,3,71,2.28571428571429,4.16666666666667,2.66666666666667,3.6,2.33333333333333,2.16666666666667,"Female","pg","artificial",29,1,"no",3,"other","south",0,"more12months",6
"626",636,4,4,2,2,2,1,3,4,4,2,4,3,5,5,5,2,3,3,1,5,4,4,0,1,4,4,3,4,4,4,1,3,5,4,3,4,4,2,4,3,50.5278048780488,1,1,5,5,28,1,1,8,3,1,5,2,1,75,2.57142857142857,3.66666666666667,4,3.2,3.83333333333333,3.5,"Female","below_ug","natural",44,1,"no",2,"white","midlands",1,"more12months",4
"627",637,2,1,2,1,1,2,1,3,2,2,3,3,3,2,4,1,4,2,3,3,3,3,73,2,2,2,2,3,2,2,3,3,4,3,2,2,3,1,2,1,60,1,3,4,3,17,1,1,12,5,1,3,2,2,70,1.42857142857143,2.66666666666667,2.33333333333333,3,2.16666666666667,2.16666666666667,"Female","pg","not_sure",33,1,"no",4,"other","south",0,"6to12months",3
"628",638,3,2,3,2,2,2,3,4,4,2,3,5,4,1,5,4,3,3,3,4,3,3,80,1,4,2,4,4,3,3,1,2,4,4,2,4,4,2,4,1,50,1,1,4,5,7,1,1,12,4,16,5,2,2,40,2.42857142857143,3.66666666666667,3.33333333333333,3.2,3.33333333333333,3.33333333333333,"Female","ug","natural",23,1,"no",2,"white","south",1,"6to12months",3
"629",639,1,1,1,1,1,2,1,4,4,3,4,4,4,2,4,2,3,3,5,3,3,7,74.8669131238447,2,4,1,2,4,1,1,1,3,4,1,2,1,3,1,2,1,50.5278048780488,1,1,4,2,41,1,1,12,5,1,0,2,3,80,1.14285714285714,3.83333333333333,2.66666666666667,3.4,2.16666666666667,1.66666666666667,"Female","pg","natural",57,1,"no",5,"other","south",1,"6to12months",7
"630",640,2,1,1,1,1,2,1,5,5,5,4,4,5,4,4,2,4,5,4,4,4,3,75,2,3,3,1,2,2,3,1,3,4,2,2,2,4,1,3,2,50,1,1,5,4,6,1,1,12,4,1,5,2,3,80,1.28571428571429,4.66666666666667,3.33333333333333,4.2,2.33333333333333,2.33333333333333,"Female","ug","natural",22,1,"no",3,"white","south",1,"more12months",3
"631",641,1,1,1,1,2,2,1,2,4,4,2,4,4,1,2,1,5,6,3,5,5,7,100,2,2,1,3,1,1,1,3,3,4,1,1,1,1,1,1,1,40,1,3,4,4,40,2,1,12,3,1,5,2,3,70,1.28571428571429,3.33333333333333,1.33333333333333,4.8,1.5,1,"Male","below_ug","not_sure",56,1,"no",3,"white","south",0,"6to12months",7
"632",642,1,1,1,1,2,2,2,2,3,2,3,2,2,1,2,1,3,4,3,4,4,6,84,2,2,2,1,4,2,3,4,3,4,4,4,4,4,1,4,4,50.5278048780488,1,3,5,3,41,1,1,12,3,1,5,1,3,87,1.42857142857143,2.33333333333333,1.33333333333333,3.6,2.33333333333333,3.5,"Female","below_ug","not_sure",57,1,"yes",4,"white","south",0,"more12months",6
"633",643,2,2,2,2,1,3,2,4,4,2,2,2,5,2,4,5,3,2,2,3,2,3,59,1,4,3,4,3,2,2,1,2,4,4,4,4,4,1,4,2,71,1,3,5,2,30,1,1,12,4,1,5,1,3,27,2,3.16666666666667,3.66666666666667,2.4,3,3.5,"Female","ug","not_sure",46,1,"yes",5,"white","south",0,"more12months",3
